Date,Delivered,Sales,code_dept
07-2015,78193.0,53786.0,92
08-2015,63144.0,41797.0,92
09-2015,96776.0,70121.0,92
10-2015,110323.0,73152.0,92
11-2015,116672.0,74339.0,92
12-2015,115271.0,71409.0,92
01-2016,109251.0,68660.0,92
02-2016,107062.0,66569.0,92
03-2016,103616.0,65429.0,92
04-2016,90861.0,59158.0,92
05-2016,88578.0,57371.0,92
06-2016,96160.0,61738.0,92
07-2016,75611.0,42757.0,92
08-2016,61112.0,34738.0,92
09-2016,89395.0,56213.0,92
10-2016,96749.0,59550.0,92
11-2016,108965.0,67121.0,92
12-2016,97700.0,61937.0,92
01-2014,21389.0,11629.0,93
02-2014,19119.0,10160.0,93
03-2014,23006.0,12810.0,93
04-2014,21433.0,10822.0,93
05-2014,20908.0,10329.0,93
06-2014,19779.0,10009.0,93
07-2014,17545.0,8246.0,93
08-2014,14241.0,6831.0,93
09-2014,19529.0,10432.0,93
10-2014,19660.0,10722.0,93
11-2014,18326.0,10137.0,93
12-2014,19161.0,9988.0,93
01-2015,22458.0,12075.0,93
02-2015,17474.0,9806.0,93
03-2015,19706.0,10291.0,93
04-2015,18890.0,9400.0,93
05-2015,17443.0,8791.0,93
06-2015,18856.0,9001.0,93
07-2015,17392.0,7189.0,93
08-2015,14735.0,5895.0,93
09-2015,17246.0,8454.0,93
10-2015,19556.0,8832.0,93
11-2015,20237.0,9198.0,93
12-2015,19922.0,9190.0,93
01-2016,16742.0,8341.0,93
02-2016,17472.0,8181.0,93
03-2016,17418.0,8375.0,93
04-2016,15672.0,7611.0,93
05-2016,14896.0,7167.0,93
06-2016,15973.0,7605.0,93
07-2016,15362.0,6263.0,93
08-2016,12127.0,4927.0,93
09-2016,14470.0,7043.0,93
10-2016,16309.0,7586.0,93
11-2016,17852.0,8458.0,93
12-2016,16587.0,7914.0,93
01-2014,55576.0,34717.0,94
02-2014,49461.0,30547.0,94
03-2014,56200.0,37227.0,94
04-2014,51667.0,32021.0,94
05-2014,51452.0,31806.0,94
06-2014,48523.0,29264.0,94
07-2014,45291.0,25863.0,94
08-2014,36212.0,21027.0,94
09-2014,47435.0,31055.0,94
10-2014,47539.0,30809.0,94
11-2014,45297.0,29408.0,94
12-2014,45947.0,29725.0,94
01-2015,53730.0,35677.0,94
02-2015,42671.0,27880.0,94
03-2015,46491.0,28975.0,94
04-2015,44411.0,26709.0,94
05-2015,41362.0,25432.0,94
06-2015,44002.0,26515.0,94
07-2015,39150.0,21267.0,94
08-2015,31600.0,16433.0,94
09-2015,40015.0,25417.0,94
10-2015,47317.0,26714.0,94
11-2015,50344.0,28082.0,94
12-2015,48594.0,27447.0,94
01-2016,45089.0,25177.0,94
02-2016,45230.0,24589.0,94
03-2016,44820.0,24870.0,94
04-2016,38951.0,22910.0,94
05-2016,36166.0,21989.0,94
06-2016,40161.0,24282.0,94
07-2016,34332.0,19207.0,94
08-2016,26862.0,15412.0,94
09-2016,39013.0,22369.0,94
10-2016,42059.0,23175.0,94
11-2016,45644.0,25576.0,94
12-2016,41111.0,24375.0,94
01-2014,32376.0,19490.0,95
02-2014,29250.0,17151.0,95
03-2014,35443.0,21518.0,95
04-2014,32749.0,18671.0,95
05-2014,32832.0,18472.0,95
06-2014,29715.0,17037.0,95
07-2014,29536.0,16382.0,95
08-2014,25660.0,14636.0,95
09-2014,31296.0,18090.0,95
10-2014,31489.0,18212.0,95
11-2014,28667.0,16366.0,95
12-2014,29246.0,16743.0,95
01-2015,32800.0,19900.0,95
02-2015,27382.0,15991.0,95
03-2015,28975.0,16662.0,95
04-2015,27999.0,15767.0,95
05-2015,26373.0,15259.0,95
06-2015,27925.0,15850.0,95
07-2015,24707.0,13718.0,95
08-2015,22268.0,11833.0,95
09-2015,26610.0,15031.0,95
10-2015,30344.0,16425.0,95
11-2015,31811.0,17082.0,95
12-2015,29998.0,16253.0,95
01-2016,27640.0,14515.0,95
02-2016,28627.0,14319.0,95
03-2016,28106.0,14077.0,95
04-2016,25680.0,13303.0,95
05-2016,23653.0,12989.0,95
06-2016,25181.0,13819.0,95
07-2016,22991.0,11932.0,95
08-2016,20917.0,10499.0,95
09-2016,25022.0,12525.0,95
10-2016,28056.0,13230.0,95
11-2016,29366.0,14525.0,95
12-2016,27339.0,13825.0,95
